,cid,pid,sex,gebjahr,immiyear,germborn,corigin,gebmonat,gebmoval,loc1989,migback,fsedu,msedu,freli,mreli,locchildh,bioyear,fnat,mnat,fprofstat,mprofstat,morigin,forigin,agefjob,ageinfo,nojob,stillfj,occfjob,fulltime,fjblue,fjselfe,fjwhite,fjcivs,scopelj,civilslj,nacelj,occljob,ljblue,ljselfe,ljsefsiz,ljwhite,ljcivs,inteduc1,inteduc3,inteduc2,inteduc4,bioage
80243,3295469,32954604,2,1995,-2,1,1,9,5,-2,3,1,5,4,4,1,2013,2,2,230,10,2,2,19.0,3.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,1.0,-2.0,18
80245,3295540,32955402,1,1967,-2,1,1,8,5,2,3,6,6,2,2,1,2013,1,1,220,10,-2,-2,23.0,1.0,-2.0,-1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,46
80246,3295701,32957001,1,1992,-2,1,1,10,5,-2,3,6,6,7,7,1,2013,2,2,13,210,5,5,-2.0,9.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,21
80254,3295841,32958402,1,1957,-2,1,1,5,5,2,3,5,-2,1,1,2,2013,1,1,10,10,-2,-2,15.0,1.0,-2.0,-1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,1.0,2.0,55.0,2.0,-2.0,30.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,56
80255,3295841,32958403,1,1994,-2,1,1,1,5,-2,3,1,6,-1,-5,3,2013,1,1,12,12,21,1,23.0,3.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,19
80258,3296155,32961501,1,1981,-2,1,1,8,5,2,3,-2,-2,1,1,1,2013,2,2,210,210,119,119,17.0,1.0,-2.0,1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80260,3296163,32961601,1,1995,-2,1,1,4,5,-2,3,5,1,-1,-1,1,2013,2,2,12,12,2,2,-2.0,9.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,18
80263,3296163,32961604,2,1993,-2,1,1,1,5,-2,3,5,1,-1,-1,1,2013,2,2,12,12,2,2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,20
80264,3296228,32962201,2,1980,-2,1,1,7,5,2,3,-5,-5,3,2,2,2013,1,1,-5,521,21,21,28.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,33
80265,3296228,32962202,2,1988,-2,1,1,3,5,2,3,-5,-5,2,2,2,2013,1,1,434,10,74,74,17.0,1.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,25
80266,3296236,32962301,1,1986,-2,1,1,11,5,2,3,5,2,7,7,1,2013,2,1,230,13,1,5,17.0,1.0,-2.0,1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80267,3296236,32962302,2,1953,-2,1,1,4,5,2,3,6,1,2,2,1,2013,1,1,220,521,-2,-2,17.0,1.0,-2.0,-1.0,4.0,1.0,-2.0,-2.0,-2.0,20.0,2.0,1.0,32.0,4.0,-2.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,60
80285,3297003,32970002,1,1932,-2,1,1,8,5,2,3,6,6,2,1,2,2013,1,1,522,10,-2,-2,15.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,1.0,2.0,51.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,-2.0,-2.0,-2.0,-2.0,81
80286,3297100,32971001,1,1985,-2,1,1,7,5,2,3,6,1,6,1,4,2013,1,1,220,530,1,6,20.0,1.0,-2.0,1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
80287,3297160,32971601,1,1992,-2,1,1,7,5,-2,3,1,-1,-1,-1,4,2013,1,-2,240,-1,-2,2,21.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,21
80289,3297410,32974101,1,1987,-2,1,1,9,5,2,3,-2,-2,4,4,1,2013,2,2,210,210,2,2,17.0,1.0,-2.0,1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
80290,3297410,32974102,2,1989,-2,1,1,11,5,-1,3,2,2,6,6,1,2013,1,1,431,522,-2,-2,20.0,1.0,-2.0,1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24
80295,3297577,32975702,2,1976,-2,1,1,12,5,2,3,-2,-2,-5,-5,1,2013,2,2,-5,-5,119,119,18.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,37
80296,3297658,32976501,1,1994,-2,1,1,1,5,-2,3,6,5,4,4,4,2013,1,2,210,210,2,2,18.0,1.0,-2.0,-1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,1.0,2.0,52.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,19
80298,3297658,32976503,1,1997,-2,1,1,6,7,-2,3,-5,5,-5,4,3,2014,1,2,220,210,2,2,,,,,,,,,,,,,,,,,,,,,,,,17
80303,3298077,32980702,2,1986,-2,1,1,4,5,2,3,-5,-5,4,4,1,2013,2,2,230,521,2,2,17.0,1.0,-2.0,-1.0,3.0,-1.0,-2.0,-2.0,20.0,-2.0,1.0,2.0,70.0,3.0,-2.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80309,3298328,32983202,2,1978,-2,1,1,9,5,2,3,2,6,-5,-5,1,2013,1,1,-5,-5,-2,-2,25.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
80314,3298506,32985001,1,1995,-2,1,1,5,5,-2,3,-2,1,6,1,3,2013,2,1,210,10,1,5,-2.0,9.0,1.0,1.0,1.0,-2.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,18
80315,3298727,32987201,2,1989,-2,1,1,7,5,-1,3,-5,-5,-1,-1,4,2013,-2,-2,-1,-1,-2,-2,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,5.0,-2.0,24
80317,3298743,32987402,1,1973,-2,1,1,5,5,2,3,6,6,-5,-5,3,2013,1,1,-5,-5,-2,-2,23.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,40
80318,3298794,32987901,2,1981,-2,1,1,11,5,2,3,-2,-2,-1,-1,3,2013,-2,-2,-1,-1,-2,-2,18.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,32
80320,3298824,32988202,1,1979,-2,1,1,1,5,2,3,1,2,1,1,2,2014,1,1,530,10,-2,-2,27.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,1.0,2.0,-1.0,3.0,-2.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
80324,3299006,32990002,1,1979,-2,1,1,2,5,2,3,6,1,-5,-5,3,2013,1,1,-5,-5,-2,-2,15.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5.0,-2.0,-2.0,-2.0,34
80325,3299030,32990301,1,1990,-2,1,1,9,5,-2,3,-2,-2,-5,-5,3,2013,2,2,-5,-5,75,75,19.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,23
80334,3299464,32994601,2,1991,-2,1,1,3,5,-2,3,-2,-2,-1,-1,2,2013,-2,-2,-1,-1,-2,-2,19.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,1.0,2.0,17.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,22
80344,3299766,32997602,1,1963,-2,1,1,2,5,2,3,6,6,2,1,3,2013,1,1,620,530,-2,-2,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,50
80345,3299766,32997603,2,1998,-2,1,1,3,7,-2,3,4,5,7,-1,3,2015,1,2,530,522,119,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80355,3300047,33000401,1,1975,-2,1,1,10,5,3,3,-2,-2,-5,-5,3,2013,2,2,-5,-5,5,5,22.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,38
80356,3300098,33000901,2,1979,-2,1,1,8,5,2,3,-5,-5,4,4,3,2013,2,1,522,10,2,2,21.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,1.0,2.0,93.0,3.0,-2.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,34
80357,3300098,33000902,1,1976,-2,1,1,7,5,2,3,-2,-2,1,1,3,2013,2,2,230,10,5,5,17.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,37
80359,3300110,33001102,2,1991,-2,1,1,3,5,-2,3,-5,-5,2,2,4,2013,1,1,230,530,22,22,21.0,1.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,1.0,-2.0,22
80360,3300110,33001104,1,1991,-2,1,1,3,5,-2,3,1,1,1,1,2,2015,1,1,521,522,1,1,19.0,1.0,-2.0,-1.0,4.0,1.0,-2.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,24
80364,3300250,33002501,1,1992,-2,1,1,5,5,-2,3,5,-1,-1,-1,3,2013,2,-2,220,-1,-2,2,-2.0,9.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
80369,3300373,33003702,2,1987,-2,1,1,10,5,3,3,1,-5,6,4,3,2013,2,2,210,10,2,2,17.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,1.0,2.0,52.0,3.0,-2.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
80370,3300420,33004201,2,1986,-2,1,1,11,5,2,3,-5,5,4,4,3,2013,2,2,521,12,2,2,19.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,27
80372,3300420,33004203,1,1989,-2,1,1,11,5,2,3,-5,5,-5,4,3,2017,-5,2,220,12,2,2,19.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
80375,3300438,33004303,1,1995,-2,1,1,10,5,-2,3,5,5,4,4,3,2013,2,2,521,521,120,120,19.0,3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
80376,3300438,33004304,1,1998,-2,1,1,3,7,-2,3,5,5,4,4,3,2015,2,2,230,522,120,120,17.0,11.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80378,3300578,33005702,2,1980,-2,1,1,5,5,2,3,-5,-5,4,4,2,2013,2,2,220,10,2,2,32.0,1.0,-2.0,1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,33
80390,3301132,33011302,1,1972,-2,1,1,10,5,2,3,-5,-5,4,4,3,2013,2,2,220,220,2,2,19.0,1.0,-2.0,-1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,1.0,2.0,24.0,3.0,-2.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,41
80391,3301132,33011303,1,1997,-2,1,1,9,7,-2,3,1,5,4,4,2,2014,2,2,12,431,2,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80400,3301370,33013702,1,1981,-2,1,1,1,5,2,3,6,1,6,1,3,2013,1,2,530,522,122,1,21.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80402,3301485,33014802,1,1968,-2,1,1,3,5,2,3,2,6,6,2,3,2013,1,1,630,10,-2,-2,21.0,1.0,-2.0,-1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,45
80410,3301760,33017601,2,1977,-2,1,1,7,5,3,3,-2,2,6,1,3,2013,2,1,521,530,1,11,25.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,36
80418,3302392,33023901,2,1978,-2,1,1,5,5,2,3,-5,-5,1,1,4,2013,2,2,220,210,5,5,24.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,35
80419,3302392,33023902,1,1974,-2,1,1,3,5,-1,3,2,1,2,1,2,2014,1,1,620,522,-2,-2,22.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,40
80423,3302554,33025501,1,1980,-2,1,1,5,5,2,3,-2,2,1,2,3,2013,2,1,630,10,1,83,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,33
80425,3302716,33027102,1,1962,-2,1,1,11,5,2,3,6,6,-5,-5,4,2013,1,1,-5,-5,-2,-2,22.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,51
80433,3303402,33034004,2,2001,-2,1,1,-1,-1,-2,3,5,5,7,7,3,2018,2,2,220,220,32,32,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80435,3303453,33034502,2,1987,-2,1,1,7,5,2,3,6,6,2,2,3,2013,1,1,10,10,-2,-2,18.0,1.0,-2.0,-1.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,3.0,2.0,55.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
80437,3303631,33036301,1,1995,-2,1,1,3,5,-2,3,-2,-1,-5,-1,3,2013,1,-2,-5,-1,-2,22,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,18
80440,3303712,33037101,2,1985,-2,1,1,8,5,2,3,-2,2,4,6,1,2013,1,1,521,640,1,140,17.0,1.0,-2.0,-1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,1.0,2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
80445,3303828,33038201,1,1994,-2,1,1,10,5,-2,3,-1,-1,-1,-1,4,2013,-2,-2,-1,-1,-2,-2,-2.0,9.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,19
80446,3303860,33038601,1,1989,-2,1,1,6,5,-1,3,-2,-2,-5,-5,2,2013,1,1,-5,-5,2,2,16.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24
80452,3303976,33039702,2,1994,-2,1,1,11,5,-2,3,6,5,-5,-1,3,2013,2,2,-5,210,2,2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,19
80457,3304077,33040702,1,1959,-2,1,1,9,5,2,3,1,1,2,2,4,2013,1,1,620,10,-2,-2,16.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,54
80462,3304131,33041305,1,1995,-2,1,1,5,5,-2,3,5,-5,4,4,3,2013,2,2,12,210,140,140,22.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,18
80463,3304131,33041306,2,1998,-2,1,1,2,7,-2,3,5,-1,4,4,2,2015,2,2,12,12,140,140,19.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80464,3304131,33041307,2,1992,-2,1,1,12,5,-2,3,4,1,-5,-5,3,2016,1,1,530,10,1,1,17.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,24
80467,3304158,33041502,2,1975,-2,1,1,4,5,2,3,2,2,2,2,1,2013,1,1,630,10,-2,-2,28.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,38
80469,3304239,33042302,1,1946,-2,1,1,7,5,2,3,6,6,2,1,2,2013,1,1,540,10,-2,-2,25.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,67
80476,3304646,33046401,2,1987,-2,1,1,6,5,2,3,1,-5,2,1,3,2013,1,2,421,530,11,1,19.0,1.0,-2.0,-1.0,1.0,0.0,11.0,-2.0,-2.0,-2.0,2.0,2.0,63.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
80478,3304689,33046802,2,1983,-2,1,1,7,5,2,3,-2,-2,4,4,1,2013,2,2,210,210,120,120,22.0,1.0,-2.0,1.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30
80485,3304913,33049101,2,1981,-2,1,1,10,5,2,3,-2,-2,-5,-5,1,2013,2,2,-5,-5,2,2,18.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80488,3304921,33049202,1,1959,-2,1,1,9,5,2,3,2,6,2,1,1,2013,1,1,424,10,-2,-2,28.0,5.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,54
80496,3305391,33053902,1,1969,-2,1,1,2,5,2,3,1,2,2,2,4,2013,1,1,1,1,-2,-2,22.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,44
80498,3305510,33055102,1,1982,-2,1,1,1,5,2,3,2,1,-5,-5,1,2013,1,1,-5,-5,-2,-2,17.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
80499,3305510,33055103,2,2000,-2,1,1,1,7,-2,3,2,5,6,6,3,2017,1,1,210,530,22,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80503,3305707,33057001,1,1981,-2,1,1,1,5,2,3,5,1,7,7,4,2013,2,2,240,10,5,5,21.0,1.0,-2.0,-1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,32
80506,3305707,33057004,2,1992,-2,1,1,4,5,-2,3,5,1,7,7,4,2013,2,2,240,10,5,5,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,21
80507,3305715,33057101,2,1977,-2,1,1,10,5,2,3,-2,-2,-5,-5,3,2013,2,1,-5,-5,2,2,17.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,36
80509,3305812,33058102,1,1979,-2,1,1,2,5,1,3,2,2,6,6,3,2013,1,1,530,540,-2,-2,19.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,34
80513,3306754,33067501,1,1982,-2,1,1,1,5,2,3,-5,-5,-5,-5,3,2013,2,2,-5,-5,2,2,18.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
80518,3306894,33068902,1,1967,-2,1,1,7,5,2,3,6,1,1,1,3,2013,1,1,540,530,-2,-2,27.0,2.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,5.0,6.0,-2.0,46
80519,3306924,33069201,2,1981,-2,1,1,5,5,2,3,-2,-2,4,4,4,2013,2,2,220,10,2,2,16.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,32
80523,3307025,33070202,1,1971,-2,1,1,1,5,1,3,6,6,-5,-5,3,2013,1,1,-5,-5,-2,-2,19.0,2.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,42
